ID;FO;tempo;x
1;2262;485.031000;1
2;1618;536.682000;1
3;2611;409.306000;1
4;1491;618.668000;1
5;2873;406.440000;1
6;3151;371.837000;1
7;2882;518.128000;1
8;999;370.130000;1
9;981;396.856000;1
10;1222;397.791000;1
11;2381;373.549000;1
12;895;402.879000;1
13;2633;375.689000;1
14;2394;381.083000;1
15;2233;385.880000;1
16;2372;397.665000;1
17;1480;395.370000;1
18;3283;402.575000;1
19;2671;394.061000;1
20;543;402.108000;1
21;2403;406.014000;1
22;4229;409.081000;1
23;1134;388.307000;1
24;2209;392.093000;1
25;6134;362.842000;1
26;1463;389.364000;1
27;1217;382.879000;1
28;2641;395.413000;1
29;1393;404.147000;1
30;5321;386.527000;1
31;8481;377.406000;1
32;5804;381.867000;1
33;5914;360.286000;1
34;9723;364.157000;1
35;11056;356.408000;1
36;10295;374.336000;1
37;7008;376.160000;1
38;7353;384.639000;1
39;6117;373.775000;1
40;11426;383.753000;1
41;10947;384.633000;1
42;9875;374.374000;1
43;7373;380.411000;1
44;7816;452.230000;1
45;7649;388.883000;1
46;9492;378.430000;1
47;13787;369.519000;1
48;9114;536.243000;1
49;8960;395.309000;1
50;9466;379.699000;1
51;15235;334.029000;1
52;15918;353.373000;1
53;9879;587.730000;1
54;10296;382.651000;1
55;7700;396.158000;1
56;7539;551.145000;1
57;11299;599.845000;1
58;15207;394.441000;1
59;11091;385.386000;1
60;8202;380.479000;1
61;2403;394.914000;1
62;1871;395.783000;1
63;3104;388.108000;1
64;2078;404.416000;1
65;3211;398.264000;1
66;6184;382.279000;1
67;3782;368.572000;1
68;7737;386.069000;1
69;1053;346.467000;1
70;2262;387.491000;1
71;6565;360.149000;1
72;3496;380.171000;1
73;4740;377.054000;1
74;1444;387.814000;1
75;3241;376.436000;1
76;172;386.927000;1
77;5046;365.760000;1
78;3104;385.131000;1
79;5988;374.849000;1
80;5150;396.989000;1
81;2395;390.631000;1
82;5579;391.100000;1
83;10311;361.374000;1
84;8066;388.694000;1
85;3402;396.641000;1
86;2216;385.136000;1
87;5708;340.869000;1
88;6040;374.240000;1
89;6053;357.093000;1
90;7587;370.851000;1
91;10602;370.714000;1
92;9097;372.289000;1
93;9113;388.665000;1
94;14896;335.061000;1
95;7661;399.854000;1
96;12284;367.284000;1
97;1779;365.771000;1
98;11619;364.649000;1
99;8352;379.309000;1
100;15603;341.371000;1
101;12489;379.270000;1
102;12230;382.705000;1
103;7432;386.344000;1
104;11503;368.952000;1
105;14964;401.385000;1
106;10144;372.224000;1
107;6472;399.996000;1
108;16503;381.543000;1
109;7832;377.499000;1
110;9675;382.274000;1
111;18631;344.732000;1
112;16636;384.563000;1
113;16980;364.321000;1
114;12833;396.335000;1
115;17024;356.004000;1
116;10135;375.890000;1
117;15761;370.408000;1
118;16113;367.952000;1
119;18914;366.061000;1
120;12494;403.346000;1
121;485;576.299000;1
122;850;558.091000;1
123;1191;565.226000;1
124;973;609.639000;1
125;3340;808.248000;1
126;1090;665.021000;1
127;1211;659.185000;1
128;0;1.208000;1
129;1396;595.437000;1
130;1340;568.382000;1
131;4391;585.185000;1
132;1978;626.739000;1
133;1410;643.264000;1
134;1010;582.475000;1
135;2710;592.632000;1
136;1592;658.228000;1
137;2312;654.745000;1
138;149;644.555000;1
139;1447;660.596000;1
140;4159;636.992000;1
141;2972;665.881000;1
142;2260;624.636000;1
143;2071;651.275000;1
144;3087;626.825000;1
145;1476;656.621000;1
146;1678;628.816000;1
147;2866;657.954000;1
148;1700;620.123000;1
149;3037;667.106000;1
150;2378;637.560000;1
151;9358;638.746000;1
152;11647;628.166000;1
153;7863;614.324000;1
154;8369;644.785000;1
155;7672;651.763000;1
156;5694;651.973000;1
157;7785;638.266000;1
158;5485;667.066000;1
159;9073;622.546000;1
160;4299;666.074000;1
161;11719;619.938000;1
162;7146;646.638000;1
163;18707;615.817000;1
164;3948;648.677000;1
165;10746;623.475000;1
166;9294;653.130000;1
167;14444;623.384000;1
168;6803;647.567000;1
169;12230;632.128000;1
170;7505;643.602000;1
171;10577;656.246000;1
172;9287;650.989000;1
173;10907;643.549000;1
174;8112;660.356000;1
175;6662;668.858000;1
176;12712;654.950000;1
177;10042;654.489000;1
178;12030;655.619000;1
179;7058;658.009000;1
180;14820;644.958000;1
181;1278;654.328000;1
182;5124;601.242000;1
183;201;672.419000;1
184;3493;616.542000;1
185;1258;649.491000;1
186;3761;625.045000;1
187;830;652.451000;1
188;1672;630.121000;1
189;2321;649.233000;1
190;127;649.229000;1
191;3590;662.576000;1
192;2259;652.791000;1
193;4729;660.647000;1
194;3037;629.456000;1
195;3484;651.427000;1
196;3369;634.110000;1
197;7401;646.168000;1
198;3805;640.355000;1
199;2451;648.396000;1
200;2782;664.489000;1
201;3591;658.183000;1
202;6815;648.819000;1
203;4999;639.308000;1
204;2229;639.838000;1
205;5990;630.393000;1
206;3365;648.225000;1
207;3658;624.702000;1
208;8964;658.187000;1
209;3380;626.791000;1
210;4224;615.507000;1
211;8727;558.132000;1
212;9035;579.350000;1
213;4496;573.993000;1
214;6548;579.188000;1
215;11927;577.240000;1
216;10316;573.253000;1
217;9141;587.802000;1
218;11141;622.859000;1
219;11600;644.558000;1
220;12944;600.391000;1
221;14177;556.624000;1
222;10851;570.210000;1
223;10588;538.560000;1
224;12872;651.875000;1
225;12973;665.775000;1
226;16777;651.248000;1
227;11519;687.218000;1
228;8387;583.944000;1
229;11054;590.171000;1
230;11627;571.470000;1
231;11983;600.506000;1
232;13035;600.935000;1
233;12506;587.963000;1
234;13797;542.043000;1
235;5777;598.123000;1
236;19864;571.735000;1
237;13140;535.454000;1
238;23442;569.218000;1
