ID;FO;tempo;x
1;2261;971.374000;1
2;1618;784.195000;1
3;2611;814.464000;1
4;1491;976.238000;1
5;2873;727.303000;1
6;3151;981.840000;1
7;2856;693.718000;1
8;999;650.920000;1
9;981;675.995000;1
10;1211;687.331000;1
11;2381;741.062000;1
12;895;730.223000;1
13;2633;665.588000;1
14;2394;1014.096000;1
15;2233;1011.473000;1
16;2356;1050.841000;1
17;1480;976.686000;1
18;3283;998.363000;1
19;2671;979.596000;1
20;507;990.276000;1
21;2403;1021.017000;1
22;4038;1009.458000;1
23;1133;950.355000;1
24;2209;996.381000;1
25;6134;623.423000;1
26;1448;632.465000;1
27;1217;639.087000;1
28;2622;868.789000;1
29;1393;877.181000;1
30;5321;695.503000;1
31;8481;618.100000;1
32;5790;686.407000;1
33;5914;872.529000;1
34;9723;699.903000;1
35;11056;654.464000;1
36;10295;813.199000;1
37;7008;637.974000;1
38;7353;702.301000;1
39;6117;680.319000;1
40;11426;805.922000;1
41;10947;1019.663000;1
42;9875;964.487000;1
43;7373;675.335000;1
44;7806;682.586000;1
45;7649;993.579000;1
46;9492;758.208000;1
47;13786;805.575000;1
48;9114;910.496000;1
49;8949;940.469000;1
50;9462;691.416000;1
51;15235;908.767000;1
52;15912;627.506000;1
53;9879;698.836000;1
54;10296;930.078000;1
55;7685;905.747000;1
56;7509;958.152000;1
57;11299;937.662000;1
58;15207;685.720000;1
59;11083;743.006000;1
60;8202;683.683000;1
61;2393;713.678000;1
62;1866;730.168000;1
63;3104;693.509000;1
64;2078;696.700000;1
65;3211;843.105000;1
66;6184;867.953000;1
67;3782;725.315000;1
68;7737;730.947000;1
69;1053;701.365000;1
70;2262;717.209000;1
71;6565;616.740000;1
72;3496;871.462000;1
73;4740;667.971000;1
74;1444;965.986000;1
75;3241;618.862000;1
76;172;820.105000;1
77;5046;723.310000;1
78;3104;765.127000;1
79;5988;835.431000;1
80;5150;698.873000;1
81;2395;667.640000;1
82;5579;701.323000;1
83;10311;619.944000;1
84;8066;733.627000;1
85;3402;828.420000;1
86;2216;961.263000;1
87;5708;811.740000;1
88;6040;868.041000;1
89;6053;633.969000;1
90;7587;726.483000;1
91;10602;655.467000;1
92;9097;889.461000;1
93;9096;818.914000;1
94;14896;897.765000;1
95;7660;745.952000;1
96;12284;911.546000;1
97;1779;1002.240000;1
98;11619;609.024000;1
99;8351;685.548000;1
100;15603;925.604000;1
101;12489;857.556000;1
102;12230;672.028000;1
103;7432;980.438000;1
104;11503;684.509000;1
105;14963;710.475000;1
106;10144;717.378000;1
107;6466;686.219000;1
108;16503;1009.324000;1
109;7832;1000.982000;1
110;9675;971.591000;1
111;18631;820.097000;1
112;16636;1011.690000;1
113;16980;949.468000;1
114;12833;1019.066000;1
115;17024;954.911000;1
116;10135;987.936000;1
117;15761;1043.146000;1
118;16113;700.378000;1
119;18914;850.652000;1
120;12494;775.818000;1
121;485;1092.323000;1
122;850;1055.140000;1
123;1191;1074.631000;1
124;973;1173.158000;1
125;3340;1211.323000;1
126;1090;1198.746000;1
127;1211;1153.209000;1
128;0;1.048000;1
129;1396;1145.911000;1
130;1309;1075.431000;1
131;4391;1037.657000;1
132;1978;935.311000;1
133;1410;961.535000;1
134;983;936.681000;1
135;2686;948.712000;1
136;1592;1052.087000;1
137;2312;1037.690000;1
138;149;1126.338000;1
139;1447;1028.128000;1
140;4159;990.255000;1
141;2972;1064.368000;1
142;2260;979.591000;1
143;2068;972.731000;1
144;3087;957.707000;1
145;1476;962.759000;1
146;1676;1018.843000;1
147;2866;989.622000;1
148;1700;980.956000;1
149;3002;1052.465000;1
150;2378;1101.126000;1
151;9358;1105.999000;1
152;11647;1062.450000;1
153;7857;963.884000;1
154;8369;939.843000;1
155;7672;980.288000;1
156;5655;962.203000;1
157;7785;963.365000;1
158;5485;1016.199000;1
159;9073;947.898000;1
160;4281;1016.004000;1
161;11719;897.077000;1
162;7146;1147.786000;1
163;18705;997.395000;1
164;3948;1025.392000;1
165;10674;938.606000;1
166;9294;1042.861000;1
167;14444;970.380000;1
168;6786;1194.041000;1
169;12230;1073.455000;1
170;7465;1226.227000;1
171;10577;1132.366000;1
172;9287;1133.489000;1
173;10901;1136.243000;1
174;8107;1149.931000;1
175;6646;1154.506000;1
176;12712;1156.712000;1
177;10042;1087.970000;1
178;11999;1151.631000;1
179;7058;1187.464000;1
180;14820;1121.005000;1
181;1278;1139.445000;1
182;5124;977.103000;1
183;201;1020.215000;1
184;3493;889.487000;1
185;1258;993.328000;1
186;3761;953.687000;1
187;830;999.433000;1
188;1672;974.022000;1
189;2321;1010.907000;1
190;127;982.797000;1
191;3590;998.715000;1
192;2259;989.138000;1
193;4729;1048.374000;1
194;3037;918.438000;1
195;3484;1086.206000;1
196;3369;1087.221000;1
197;7401;1158.320000;1
198;3805;1098.974000;1
199;2451;966.540000;1
200;2782;1057.534000;1
201;3550;1143.924000;1
202;6815;1146.110000;1
203;4999;1081.311000;1
204;2229;1111.208000;1
205;5990;1066.015000;1
206;3365;1129.836000;1
207;3658;1079.160000;1
208;8964;1043.555000;1
209;3380;953.363000;1
210;4224;958.260000;1
211;8727;941.359000;1
212;9035;987.699000;1
213;4496;994.642000;1
214;6548;1074.597000;1
215;11927;1100.188000;1
216;10316;1106.290000;1
217;9117;1148.762000;1
218;11141;1164.654000;1
219;11600;998.802000;1
220;12944;1055.440000;1
221;14177;1117.016000;1
222;10851;1119.301000;1
223;10588;1094.996000;1
224;12872;1108.822000;1
225;12973;1135.470000;1
226;16774;1129.635000;1
227;11519;1143.737000;1
228;8373;1138.096000;1
229;11036;1136.593000;1
230;11627;1136.853000;1
231;11983;1179.445000;1
232;13035;1128.460000;1
233;12506;1066.826000;1
234;13757;903.508000;1
235;5777;1028.118000;1
236;19858;930.722000;1
237;13140;1006.620000;1
238;23442;1083.895000;1
239;11729;1519.351000;1
240;16414;1113.831000;1
241;1244;1538.426000;1
242;1446;1451.435000;1
243;1231;1288.052000;1
244;2060;1613.251000;1
245;645;1180.992000;1
246;1234;1257.904000;1
247;2360;1137.348000;1
248;251;1099.487000;1
249;1617;1202.930000;1
250;537;1210.067000;1
251;5205;1278.421000;1
252;1626;1222.189000;1
253;2968;1302.253000;1
254;2717;1163.449000;1
255;2483;1382.783000;1
256;1931;1678.682000;1
257;1949;1323.833000;1
258;1433;1216.672000;1
259;2772;1186.748000;1
260;3296;1144.487000;1
261;3676;1232.618000;1
262;1939;1255.186000;1
