ID;FO;tempo;x
1;2261;2384.895000;1
2;1618;1997.717000;1
3;2596;2150.652000;1
4;1485;2185.950000;1
5;2873;2090.174000;1
6;3141;2133.153000;1
7;2852;2156.038000;1
8;999;2035.466000;1
9;958;2195.718000;1
10;1199;2248.201000;1
11;2381;2070.517000;1
12;895;2230.944000;1
13;2633;2026.162000;1
14;2362;2105.088000;1
15;2233;2131.609000;1
16;2356;2166.122000;1
17;1480;2162.532000;1
18;3283;2200.844000;1
19;2671;2156.830000;1
20;507;2188.022000;1
21;2403;2200.603000;1
22;4038;2226.460000;1
23;1125;2124.339000;1
24;2209;2168.149000;1
25;6096;1977.102000;1
26;1424;2107.081000;1
27;1217;2129.072000;1
28;2622;2155.184000;1
29;1383;2216.818000;1
30;5321;2126.986000;1
31;8478;2042.947000;1
32;5786;2151.420000;1
33;5914;2034.097000;1
34;9723;2052.731000;1
35;11056;1978.192000;1
36;10295;2041.126000;1
37;7003;2051.569000;1
38;7352;2134.319000;1
39;6117;2010.662000;1
40;11425;2067.180000;1
41;10919;2104.534000;1
42;9875;2058.520000;1
43;7355;2159.698000;1
44;7801;2138.322000;1
45;7649;2087.875000;1
46;9490;2043.678000;1
47;13786;2049.358000;1
48;9114;1960.791000;1
49;8949;2124.371000;1
50;9436;2069.700000;1
51;15235;1924.820000;1
52;15912;2058.367000;1
53;9865;2138.270000;1
54;10296;2086.417000;1
55;7678;2206.392000;1
56;7490;2065.940000;1
57;11299;2062.067000;1
58;15204;2125.863000;1
59;11060;2171.063000;1
60;8202;2162.550000;1
61;2393;2215.415000;1
62;1848;2189.787000;1
63;3104;2120.207000;1
64;2065;2233.435000;1
65;3211;2202.253000;1
66;6184;2053.537000;1
67;3782;1968.806000;1
68;7734;2147.996000;1
69;1053;1893.548000;1
70;2262;2146.511000;1
71;6565;2017.450000;1
72;3496;2053.017000;1
73;4740;2066.902000;1
74;1444;2146.649000;1
75;3241;2052.295000;1
76;172;2110.841000;1
77;5046;1971.834000;1
78;3104;2133.814000;1
79;5988;2040.958000;1
80;5150;2152.586000;1
81;2395;2069.837000;1
82;5579;2139.648000;1
83;10311;1963.497000;1
84;8066;2139.367000;1
85;3402;2194.724000;1
86;2216;2156.321000;1
87;5708;1911.392000;1
88;6040;2122.307000;1
89;6053;2024.665000;1
90;7587;2044.621000;1
91;10602;2067.364000;1
92;9090;2112.628000;1
93;9096;2164.106000;1
94;14896;1834.662000;1
95;7660;2216.488000;1
96;12284;2012.459000;1
97;1779;2054.815000;1
