instance,alpha,jobs,stages,solution_d0,solution_d0,last_improvment_time_d0,solution_d0,solution_d1,solution_d1,last_improvment_time_d1,solution_d1,MIN,gap_d0,gap_d1
,,,,mean,min,mean,cv,mean,min,mean,cv,,,
1001,0.0,30,5,2239.0,2239.0,1.89088,0.0,2239.0,2239.0,2.0103,0.0,2239.0,0.0,0.0
1011,0.0,30,5,1937.6,1937.0,5.7265,0.06924240227600635,1937.0,1937.0,3.30408,0.0,1937.0,0.0,0.0
1021,0.0,30,5,2212.4,2199.0,7.00864,0.503931973681746,2224.0,2191.0,4.90912,0.9104521911563234,2191.0,0.3651300775901415,0.0
1031,0.0,30,5,8474.0,8474.0,2.07056,0.0,8474.0,8474.0,2.64174,0.0,8474.0,0.0,0.0
1041,0.0,30,5,10873.0,10873.0,0.9921599999999999,0.0,10873.0,10873.0,1.13184,0.0,10873.0,0.0,0.0
1051,0.0,30,5,15174.0,15173.0,4.41606,0.004659989331664085,15175.2,15174.0,5.10656,0.01082798033973599,15173.0,0.0,0.006590654451987082
1061,0.0,30,5,2389.0,2389.0,1.47494,0.0,2389.2,2389.0,3.8795,0.018718131403814887,2389.0,0.0,0.0
1071,0.0,30,5,6565.0,6565.0,0.53026,0.0,6565.0,6565.0,0.68538,0.0,6565.0,0.0,0.0
1081,0.0,30,5,2393.4,2391.0,2.29576,0.05605585303333747,2394.0,2394.0,1.5168199999999998,0.0,2391.0,0.0,0.12547051442910917
1091,0.0,30,5,10597.0,10597.0,1.12934,0.0,10597.0,10597.0,4.16564,0.0,10597.0,0.0,0.0
1101,0.0,30,5,12395.0,12395.0,4.3803,0.0,12395.0,12395.0,2.87876,0.0,12395.0,0.0,0.0
1111,0.0,30,5,18579.0,18579.0,2.95462,0.0,18579.0,18579.0,1.2253599999999998,0.0,18579.0,0.0,0.0
1121,0.0,30,5,485.0,485.0,0.3388,0.0,485.0,485.0,0.37801999999999997,0.0,485.0,0.0,0.0
1131,0.0,30,5,3825.4,3813.0,2.4968600000000003,0.19614504608463512,3826.0,3809.0,3.8005400000000003,0.2922200702430459,3809.0,0.10501443948542925,0.0
1141,0.0,30,5,2845.8,2838.0,5.901000000000001,0.19939926852359427,2846.4,2832.0,3.1550599999999998,0.40713840938218365,2832.0,0.211864406779661,0.0
1151,0.0,30,5,9160.2,9160.0,5.66386,0.004882137895460893,9163.6,9160.0,5.632160000000001,0.0537943932247865,9160.0,0.0,0.0
1161,0.0,30,5,11479.6,11477.0,2.31298,0.013211044712450302,11480.2,11480.0,2.96984,0.0038955209447582434,11477.0,0.0,0.026139234991722576
1171,0.0,30,5,10504.4,10499.0,6.6594999999999995,0.03662347980212155,10505.2,10478.0,5.94806,0.17388966801022226,10478.0,0.20041992746707388,0.0
1181,0.0,30,5,1278.0,1278.0,4.0492,0.0,1278.0,1278.0,0.5454399999999999,0.0,1278.0,0.0,0.0
1191,0.0,30,5,3548.4,3545.0,6.4030000000000005,0.15892089031531503,3600.6,3597.0,2.4874,0.22356953616061873,3545.0,0.0,1.466854724964739
1201,0.0,30,5,3490.0,3490.0,3.1991199999999997,0.0,3512.0,3512.0,4.15338,0.0,3490.0,0.0,0.6303724928366762
1211,0.0,30,5,8667.4,8663.0,5.56374,0.07369554617380711,8671.0,8671.0,1.91936,0.0,8663.0,0.0,0.09234676209165416
1221,0.0,30,5,14155.4,14153.0,4.0033199999999995,0.023216124906614826,14152.6,14151.0,5.27622,0.025279515876938243,14151.0,0.014133276800226132,0.0
1231,0.0,30,5,11829.0,11821.0,7.94288,0.046687636390172774,11842.2,11821.0,6.43498,0.10984183710127542,11821.0,0.0,0.0
1241,0.0,30,5,934.2,921.0,4.54388,1.3162428729556332,933.4,921.0,5.71164,1.3264878636624162,921.0,0.0,0.0
1251,0.0,30,5,4993.4,4978.0,6.7722,0.2632543233092483,4992.2,4971.0,5.15818,0.34328908675558184,4971.0,0.1408167370750352,0.0
1261,0.0,30,5,3559.6,3555.0,6.872400000000001,0.22701543826089346,3567.0,3555.0,5.18686,0.29536455713071863,3555.0,0.0,0.0
1271,0.0,30,5,4529.2,4528.0,5.49634,0.018472578524554067,4530.2,4528.0,4.785819999999999,0.052701145142878325,4528.0,0.0,0.0
1281,0.0,30,5,5755.2,5748.0,4.54962,0.07513813007519952,5760.4,5732.0,4.1789000000000005,0.3267630449955555,5732.0,0.2791346824842987,0.0
1291,0.0,30,5,11574.0,11566.0,3.34024,0.07507407636505428,11573.4,11569.0,5.90062,0.050604145590220195,11566.0,0.0,0.02593809441466367
1301,0.0,30,5,4186.0,4186.0,0.4751,0.0,4186.0,4186.0,0.34184000000000003,0.0,4186.0,0.0,0.0
1311,0.0,30,5,4377.0,4377.0,2.72678,0.0,4377.0,4377.0,1.57798,0.0,4377.0,0.0,0.0
1321,0.0,30,5,4406.4,4373.0,4.7926400000000005,0.8010142545446596,4349.4,4318.0,5.49104,0.5557616727461462,4318.0,1.2737378415933303,0.0
