instance,alpha,solution,time,gap,lb,nodes,ub
20004,0.8,0.0,0.107201,0.0,0.0,310,0.0
20005,0.8,42.603656,0.062902,0.0,42.603656,168,42.603656
20146,0.8,572.225384,21.903138,0.0,572.225384,26075,572.225384
20147,0.8,465.44986,36.244866,0.0,465.44986,27079,465.44986
20148,0.8,539.811166,9.188335,0.0,539.811166,9241,539.811166
20149,0.8,656.491576,2.131192,0.0,656.491576,2329,656.491576
20189,0.8,1081.608554,222.895082,0.0,1081.608554,314951,1081.608554
20190,0.8,1451.69741,43.044083,0.0,1451.69741,67590,1451.69741
20191,0.8,917.543191,17.598698,0.0,917.543191,19263,917.543191
20192,0.8,569.334703,40.555848,0.0,569.334703,29495,569.334703
20146,0.5,393.209107,20.52942,0.0,393.209107,26481,393.209107
20147,0.5,216.065904,15.36044,0.0,216.065904,15522,216.065904
20148,0.5,279.08403,2.400872,0.0,279.08403,2457,279.08403
20149,0.5,449.248845,0.434886,0.0,449.248845,408,449.248845
20189,0.5,757.610855,184.966466,0.0,757.610855,150628,757.610855
20190,0.5,1105.670488,83.846732,0.0,1105.670488,95896,1105.670488
20191,0.5,668.966619,12.121804,0.0,668.966619,9045,668.966619
20192,0.5,308.85959,37.410004,0.0,308.85959,19097,308.85959
20193,0.5,111.901908,16.413066,0.0,111.901908,6323,111.901908
20001,0.6,224.89205,0.124627,0.0,224.89205,441,224.89205
20145,0.0,59.0,2.582309,0.0,59.0,3952,59.0
20145,0.1,85.29288,11.964847,0.0,85.29288,7448,85.29288
20145,0.2,105.910126,35.93438,0.0,105.910126,24323,105.910126
20145,0.3,147.250735,62.602036,0.0,147.250735,56691,147.250735
20145,0.4,176.541538,35.359744,0.0,176.541538,43549,176.541538
20145,0.5,216.06096,37.615339,0.0,216.06096,41140,216.06096
20145,0.6,279.215413,27.728936,0.0,279.215413,35868,279.215413
20145,0.7,354.290882,22.252135,0.0,354.290882,33238,354.290882
20145,0.8,429.790223,18.921924,0.0,429.790223,31447,429.790223
20145,0.9,516.937735,16.928552,0.0,516.937735,31623,516.937735
20145,1.0,620.0,23.299096,0.0,620.0,47027,620.0
20193,0.8,331.153429,20.643629,0.0,331.153429,6566,331.153429
20001,0.9,354.206154,0.237269,0.0,354.206154,779,354.206154
20002,0.9,181.68756,0.116999,0.0,181.68756,285,181.68756
20003,0.9,238.990376,0.170268,0.0,238.990376,712,238.990376
20004,0.9,4.449919,0.234576,0.0,4.449919,667,4.449919
20005,0.9,74.015586,0.107545,0.0,74.015586,364,74.015586
20146,0.9,652.131874,22.399131,0.0,652.131874,26649,652.131874
20147,0.9,572.104587,38.059814,0.0,572.104587,38804,572.104587
20148,0.9,637.400909,8.478871,0.0,637.400909,10673,637.400909
20149,0.9,768.924317,3.793262,0.0,768.924317,2175,768.924317
