ID;FO;tempo;x
1;2262;108.905000;1
2;1618;119.352000;1
3;2611;103.799000;1
4;1568;110.034000;1
5;2873;103.007000;1
6;3174;104.045000;1
7;2882;105.200000;1
8;999;98.842000;1
9;1059;108.646000;1
10;1239;100.071000;1
11;2381;92.411000;1
12;993;107.193000;1
13;2633;99.204000;1
14;2394;103.939000;1
15;2233;106.634000;1
16;2372;107.499000;1
17;1480;101.637000;1
18;3302;102.578000;1
19;2671;106.409000;1
20;580;103.935000;1
21;2443;104.337000;1
22;4306;106.018000;1
23;1134;103.451000;1
24;2240;105.729000;1
25;6134;90.869000;1
26;1483;107.148000;1
27;1217;97.773000;1
28;2641;105.317000;1
29;1393;107.796000;1
30;5321;103.605000;1
31;8484;100.338000;1
32;5804;107.000000;1
33;5914;95.791000;1
34;9723;98.754000;1
35;11056;97.926000;1
36;10299;96.263000;1
37;7014;96.731000;1
38;7353;103.183000;1
39;6117;96.268000;1
40;11435;102.821000;1
41;10947;102.969000;1
42;9875;103.030000;1
43;7388;96.876000;1
44;7824;102.239000;1
45;7649;94.629000;1
46;9492;94.623000;1
47;13794;94.816000;1
48;9114;98.211000;1
49;8960;102.015000;1
50;9470;97.101000;1
51;15235;87.542000;1
52;15918;90.161000;1
53;9881;97.806000;1
54;10298;99.051000;1
55;7731;101.838000;1
56;7586;101.716000;1
57;11299;101.964000;1
58;15216;98.180000;1
59;11132;97.301000;1
60;8202;103.807000;1
61;2403;97.111000;1
62;1874;108.043000;1
63;3104;100.377000;1
64;2089;106.264000;1
65;3211;102.493000;1
66;6184;103.808000;1
67;3782;97.306000;1
68;7741;103.254000;1
69;1053;91.634000;1
70;2262;101.594000;1
71;6565;85.330000;1
72;3496;91.515000;1
73;4740;95.629000;1
74;1444;102.255000;1
75;3241;92.438000;1
76;172;100.326000;1
77;5046;94.153000;1
78;3104;99.810000;1
79;5988;101.213000;1
80;5181;97.063000;1
81;2395;105.213000;1
82;5579;104.641000;1
83;10311;94.404000;1
84;8066;98.279000;1
85;3402;106.162000;1
86;2220;102.061000;1
87;5708;92.264000;1
88;6040;100.604000;1
89;6053;85.724000;1
90;7587;90.794000;1
91;10602;91.057000;1
92;9097;102.148000;1
93;9113;102.119000;1
94;14896;92.022000;1
95;7661;103.316000;1
96;12284;90.510000;1
97;1779;98.360000;1
98;11619;94.404000;1
99;8386;101.967000;1
100;15603;92.916000;1
101;12494;98.040000;1
102;12230;98.132000;1
103;7432;96.363000;1
104;11503;89.708000;1
105;14964;96.489000;1
106;10144;90.177000;1
107;6480;102.431000;1
108;16503;96.849000;1
109;7832;97.233000;1
110;9675;101.479000;1
111;18631;85.048000;1
112;16646;96.793000;1
113;16980;94.713000;1
114;12833;104.259000;1
115;17024;96.352000;1
116;10136;95.188000;1
117;15761;90.457000;1
118;16113;93.746000;1
119;18914;86.563000;1
120;12505;108.032000;1
121;485;153.706000;1
122;850;150.781000;1
123;1269;158.421000;1
124;973;157.734000;1
125;3340;145.441000;1
126;1090;161.474000;1
127;1211;158.654000;1
128;0;1.149000;1
129;1396;161.527000;1
130;1392;152.880000;1
131;4391;154.316000;1
132;1978;147.039000;1
133;1497;151.637000;1
134;1038;146.889000;1
135;2710;152.536000;1
136;1592;159.916000;1
137;2312;149.496000;1
138;149;157.477000;1
139;1447;159.648000;1
140;4159;152.837000;1
141;3029;165.902000;1
142;2260;154.390000;1
143;2071;152.393000;1
144;3087;150.295000;1
145;1476;148.936000;1
146;1678;158.767000;1
147;2956;156.622000;1
148;1702;152.372000;1
149;3071;162.741000;1
150;2398;156.805000;1
151;9402;151.652000;1
152;11647;157.711000;1
153;7864;150.273000;1
154;8369;148.053000;1
155;7681;156.707000;1
156;5694;149.898000;1
157;7785;150.428000;1
158;5485;162.236000;1
159;9073;147.774000;1
160;4299;158.342000;1
161;11719;142.787000;1
162;7153;154.459000;1
163;18707;149.792000;1
164;3952;161.246000;1
165;10746;146.316000;1
166;9309;157.263000;1
167;14465;149.507000;1
168;6803;148.633000;1
169;12302;151.421000;1
170;7520;149.759000;1
171;10600;152.085000;1
172;9287;159.380000;1
173;10907;159.907000;1
174;8132;163.376000;1
175;6665;162.593000;1
176;12742;159.760000;1
177;10065;181.262000;1
178;12034;177.121000;1
179;7155;189.680000;1
180;14854;186.490000;1
181;1278;180.219000;1
182;5124;166.573000;1
183;201;181.120000;1
184;3493;166.651000;1
185;1258;183.828000;1
186;3761;167.666000;1
187;830;182.492000;1
188;1672;177.463000;1
189;2321;183.732000;1
190;127;177.841000;1
191;3605;174.566000;1
192;2259;180.033000;1
193;4729;183.283000;1
194;3037;174.774000;1
195;3484;178.783000;1
196;3369;177.562000;1
197;7401;181.450000;1
198;3805;180.696000;1
199;2464;182.565000;1
200;2785;180.315000;1
201;3597;181.609000;1
202;6815;172.981000;1
203;4999;173.638000;1
204;2229;175.402000;1
205;5990;170.179000;1
206;3365;177.087000;1
207;3658;167.933000;1
208;8964;163.979000;1
209;3380;149.369000;1
210;4238;157.703000;1
211;8727;144.738000;1
212;9035;153.453000;1
213;4496;155.603000;1
214;6548;158.708000;1
215;11927;155.374000;1
216;10318;155.046000;1
217;9141;159.590000;1
218;11141;153.886000;1
219;11600;155.400000;1
220;12944;157.114000;1
221;14177;153.069000;1
222;10902;153.814000;1
223;10588;141.169000;1
224;12879;152.489000;1
225;12973;156.799000;1
226;16777;156.914000;1
227;11581;162.425000;1
228;8387;155.147000;1
229;11093;158.687000;1
230;11627;152.098000;1
231;12020;161.443000;1
232;13058;161.673000;1
233;12511;156.096000;1
234;13797;145.124000;1
235;5777;160.595000;1
236;19865;155.086000;1
237;13140;143.409000;1
238;23442;150.869000;1
239;11729;143.068000;1
240;16414;153.017000;1
241;1244;162.445000;1
242;1613;163.529000;1
243;1231;164.978000;1
244;2060;161.484000;1
245;645;162.012000;1
246;1234;158.766000;1
247;2381;177.296000;1
248;251;171.061000;1
249;1622;178.222000;1
250;537;172.395000;1
251;5332;179.982000;1
252;1685;165.457000;1
253;3092;168.374000;1
254;2717;163.779000;1
255;2623;168.610000;1
256;1931;165.972000;1
257;1973;168.417000;1
258;1433;161.356000;1
259;2809;159.597000;1
260;3369;163.717000;1
261;3698;171.170000;1
262;2016;165.062000;1
263;2787;179.491000;1
264;2723;165.183000;1
265;2479;173.681000;1
266;1336;164.465000;1
267;2849;165.218000;1
268;740;166.468000;1
269;1206;161.632000;1
270;1649;161.982000;1
271;4687;160.080000;1
272;4492;165.385000;1
273;7270;162.395000;1
274;8122;162.844000;1
275;4066;164.696000;1
276;8689;166.281000;1
277;7283;165.817000;1
278;7606;170.044000;1
279;7050;166.649000;1
280;8794;166.197000;1
281;6038;174.275000;1
282;9800;174.493000;1
283;5899;176.655000;1
284;10272;177.260000;1
285;3435;165.435000;1
286;6566;176.647000;1
287;3144;168.302000;1
288;7688;170.581000;1
289;5116;165.550000;1
290;11321;175.723000;1
291;11741;175.532000;1
292;10601;175.373000;1
293;7039;180.007000;1
294;12481;175.067000;1
295;9200;172.649000;1
296;13872;170.450000;1
297;10783;176.079000;1
298;13706;170.742000;1
299;13009;164.359000;1
300;10116;170.548000;1
301;4186;164.556000;1
302;3104;162.103000;1
303;3668;165.154000;1
304;4008;160.606000;1
305;8519;157.951000;1
306;622;161.155000;1
