20253	0.20	121.016767	22.006412	0.000000	121.016767	4064	121.016767
20254	0.20	197.953529	46.185449	0.000000	197.953529	7014	197.953529
20255	0.20	69.822652	12.361734	0.000000	69.822652	2297	69.822652
20256	0.20	246.070600	2.395647	0.000000	246.070600	1307	246.070600
20257	0.20	701.883993	84.132293	0.000000	701.883993	26539	701.883993
20258	0.20	424.108905	116.876535	0.000000	424.108905	41196	424.108905
20259	0.20	652.753992	13.074674	0.000000	652.753992	3622	652.753992
20260	0.20	253.916583	10.342064	0.000000	253.916583	2936	253.916583
20261	0.20	383.933596	35.032930	0.000000	383.933596	8936	383.933596
20262	0.20	209.404707	2.887553	0.000000	209.404707	1806	209.404707
20263	0.20	574.265571	0.868874	0.000000	574.265571	288	574.265571
20264	0.20	486.477339	79.417237	0.000000	486.477339	37130	486.477339
20265	0.20	177.424851	16.152801	0.000000	177.424851	4944	177.424851
20266	0.20	26.893866	3.824285	0.000000	26.893866	1136	26.893866
20267	0.20	110.193305	113.142275	0.000000	110.193305	28374	110.193305
20268	0.20	617.094750	58.845465	0.000000	617.094750	14865	617.094750
20269	0.20	387.355819	17.419551	0.000000	387.355819	6328	387.355819
20270	0.20	260.271222	9.093101	0.000000	260.271222	2904	260.271222
20271	0.20	501.169013	26.601344	0.000000	501.169013	2675	501.169013
20272	0.20	517.327429	98.377776	0.000000	517.327429	31478	517.327429
20273	0.20	673.101426	94.626317	0.000000	673.101426	56967	673.101426
20274	0.20	424.910724	29.615253	0.000000	424.910724	7989	424.910724
20275	0.20	741.072790	17.662383	0.000000	741.072790	3489	741.072790
20276	0.20	643.535884	216.695589	0.000000	643.535884	37054	643.535884
20277	0.20	0.000000	2.845710	0.000000	0.000000	1320	0.000000
20278	0.20	163.654216	27.143829	0.000000	163.654216	10013	163.654216
20279	0.20	328.486299	48.168601	0.000000	328.486299	15186	328.486299
20280	0.20	336.001106	11.594474	0.000000	336.001106	3045	336.001106
20281	0.20	263.158592	4.175168	0.000000	263.158592	2202	263.158592
20282	0.20	360.510098	183.762244	0.000000	360.510098	71395	360.510098
20283	0.20	619.227599	112.086901	0.000000	619.227599	44874	619.227599
20284	0.20	476.411972	7.702378	0.000000	476.411972	4371	476.411972
20285	0.20	390.567037	221.990674	0.000000	390.567037	146495	390.567037
20286	0.20	872.018020	23.762634	0.000000	872.018020	11750	872.018020
20287	0.20	986.248510	16.893461	0.000000	986.248510	8677	986.248510
20288	0.20	300.707696	13.678799	0.000000	300.707696	8078	300.707696
20289	0.20	82.253354	620.529658	0.000000	82.253354	162176	82.253354
20290	0.20	96.835134	86.169634	0.000000	96.835134	11402	96.835134
20291	0.20	210.030188	3600.000508	0.541114	96.380017	696338	210.030188
20292	0.20	345.883035	244.592384	0.000000	345.883035	50435	345.883035
20293	0.20	241.088368	11.212927	0.000000	241.088368	1106	241.088368
20294	0.20	0.000000	6.876757	0.000000	0.000000	508	0.000000
20295	0.20	496.863450	2675.632666	0.000000	496.863450	708811	496.863450
20296	0.20	492.932395	3036.857906	0.000000	492.932395	489855	492.932395
20297	0.20	432.425895	3600.001064	0.836940	70.511355	421514	432.425895
20298	0.20	1148.554674	160.561423	0.000000	1148.554674	43678	1148.554674
20299	0.20	1433.910744	278.935168	0.000000	1433.910744	72196	1433.910744
20300	0.20	600.990151	599.692267	0.000000	600.990151	156089	600.990151
20301	0.20	240.452917	1603.730407	0.000000	240.452917	309221	240.452917
20302	0.20	175.701184	1254.244742	0.000000	175.701184	129649	175.701184
20303	0.20	390.447623	3600.001025	0.783309	84.606517	425654	390.447623
20304	0.20	441.276191	1156.005098	0.000000	441.276191	280290	441.276191
20305	0.20	494.268030	3600.000769	0.122462	433.739089	602444	494.268030
20306	0.20	741.761671	1363.599238	0.000000	741.761671	381015	741.761671
20307	0.20	850.542693	3600.000302	0.236336	649.528450	902403	850.542693
20308	0.20	1529.546832	3600.002633	0.010819	1512.999326	1231975	1529.546832
20309	0.20	1513.291910	3600.000338	0.020772	1481.858058	1267948	1513.291910
20310	0.20	1477.574878	830.936112	0.000000	1477.574878	255263	1477.574878
20311	0.20	1195.549514	3600.001106	0.166231	996.811760	479116	1195.549514
20312	0.20	414.605897	228.657285	0.000000	414.605897	56103	414.605897
20313	0.20	101.584746	574.095695	0.000000	101.584746	79182	101.584746
20314	0.20	156.386922	3600.000814	1.000000	0.000000	285677	156.386922
20315	0.20	83.589951	492.184335	0.000000	83.589951	48773	83.589951
20316	0.20	938.197288	1842.991998	0.000000	938.197288	845269	938.197288
20317	0.20	918.581794	2239.489342	0.000000	918.581794	317378	918.581794
20318	0.20	353.945787	3600.000584	0.122539	310.573655	955704	353.945787
20319	0.20	1145.348059	3600.000445	0.006093	1138.369399	1646092	1145.348059
20320	0.20	939.152808	1544.083328	0.000000	939.152808	412638	939.152808
20321	0.20	1291.012073	3600.000397	0.015561	1270.923050	1118758	1291.012073
20322	0.20	1499.154125	3600.001171	0.060388	1408.623010	1091359	1499.154125
20323	0.20	1669.303826	3600.000584	0.011113	1650.753246	724519	1669.303826
20324	0.20	2575.637960	3600.001479	0.106544	2301.219379	917932	2575.637960
20325	0.20	233.108748	196.498099	0.000000	233.108748	49018	233.108748
20326	0.20	89.007357	196.404173	0.000000	89.007357	49044	89.007357
20327	0.20	224.932795	632.014796	0.000000	224.932795	55791	224.932795
20328	0.20	578.628734	3600.000449	0.024668	564.355326	851221	578.628734
20329	0.20	472.151110	3600.000357	0.300475	330.281380	417261	472.151110
20330	0.20	88.000000	5.233888	0.000000	88.000000	1016	88.000000
20331	0.20	686.403994	1545.057712	0.000000	686.403994	543927	686.403994
20332	0.20	840.614408	3600.002188	0.317929	573.358425	699827	840.614408
20333	0.20	790.706962	707.520317	0.000000	790.706961	198654	790.706962
20334	0.20	1068.907002	294.166730	0.000000	1068.907002	112472	1068.907002
20335	0.20	1092.392891	3600.000309	0.125098	955.736485	507904	1092.392891
20336	0.20	982.127381	131.729142	0.000000	982.127381	48846	982.127381
20337	0.20	560.047079	3600.000374	0.244968	422.853704	461003	560.047079
20338	0.20	499.634210	2271.108783	0.000000	499.634210	613116	499.634210
20339	0.20	487.451725	2380.482802	0.000000	487.451725	1495709	487.451725
20340	0.20	231.027080	3600.000783	0.322425	156.538207	685923	231.027080
20341	0.20	540.545212	77.258786	0.000000	540.545212	12396	540.545212
20342	0.20	0.583372	30.207696	0.000000	0.583372	3590	0.583372
20343	0.20	706.302451	3600.000617	0.226829	546.092590	617518	706.302451
20344	0.20	1230.839932	3600.002782	0.113725	1090.863208	579706	1230.839932
20345	0.20	1233.857500	3600.003513	0.004499	1228.306302	559484	1233.857500
20346	0.20	1495.200036	3600.001206	0.075704	1382.007784	646527	1495.200036
20347	0.20	1031.907531	2753.518016	0.000000	1031.907531	405421	1031.907531
20348	0.20	1890.087051	3600.002186	0.139026	1627.315193	274871	1890.087051
20349	0.20	565.879659	3573.341286	0.000000	565.879659	229548	565.879659
20350	0.20	391.008769	3600.003396	0.526786	185.030654	230092	391.008769
20351	0.20	564.960872	3600.002150	0.473848	297.255568	387129	564.960872
20352	0.20	432.343457	585.213912	0.000000	432.343457	84643	432.343457
20353	0.20	226.857712	40.264782	0.000000	226.857712	2110	226.857712
20354	0.20	0.000000	26.244159	0.000000	0.000000	1636	0.000000
20355	0.20	1549.221461	3600.008516	0.212417	1220.140005	825066	1549.221461
20356	0.20	1549.797582	2950.233115	0.000000	1549.797582	324020	1549.797582
20357	0.20	1207.440321	3567.162922	0.000000	1207.440321	635054	1207.440321
20358	0.20	572.093070	1136.611040	0.000000	572.093070	171709	572.093070
20359	0.20	642.101465	3600.000423	0.592168	261.869522	260231	642.101465
20360	0.20	1237.559710	3600.001381	0.283691	886.475298	352017	1237.559710
