instance,alpha,solution,time,gap,lb,nodes,ub
20452,0.1,1191.850679,3600.003889,0.678579,383.085801,396298,1191.850679
20453,0.1,1093.795326,3600.001434,0.662601,369.045853,289858,1093.795326
20454,0.1,1081.335824,3600.006183,0.282833,775.498865,225910,1081.335824
20455,0.1,1413.849302,3600.002891,0.320864,960.195554,498704,1413.849302
20457,0.1,490.748738,3600.003416,0.953322,22.907046,258714,490.748738
20460,0.1,1800.843495,3600.002533,0.500307,899.869687,284288,1800.843495
20485,0.1,148.972062,3600.003169,0.139972,128.120155,91229,148.972062
20486,0.1,794.09657,495.019478,0.0,794.09657,16695,794.09657
20487,0.1,1454.620458,3600.000694,0.65209,506.07721,193256,1454.620458
20488,0.1,1627.892849,3600.004157,0.529373,766.1296,279212,1627.892849
20489,0.1,1360.744594,3600.002519,0.439516,762.675466,204079,1360.744594
20490,0.1,540.467832,3600.000988,0.287427,385.122906,278885,540.467832
20491,0.1,1236.687726,3600.002629,0.514501,600.410298,192861,1236.687726
20492,0.1,730.517087,3600.007028,0.260372,540.311236,306798,730.517087
20493,0.1,611.753494,3600.000664,0.815116,113.103532,144562,611.753494
20494,0.1,146.659455,3600.000849,1.0,0.0,253038,146.659455
20495,0.1,0.0,157.673938,0.0,0.0,12313,0.0
20496,0.1,146.717735,274.055402,0.0,146.717735,10216,146.717735
20497,0.1,455.173407,3600.004301,0.265846,334.16731,171378,455.173407
20498,0.1,444.766259,3600.002026,0.192588,359.109459,142013,444.766259
20499,0.1,1612.299006,3600.003057,0.55784,712.894716,270438,1612.299006
20500,0.1,2226.949502,3600.003609,0.424397,1281.83866,585686,2226.949502
20501,0.1,1692.517968,3600.000601,0.696268,514.071627,344569,1692.517968
20502,0.1,1551.270286,3600.004197,0.390276,945.847249,246396,1551.270286
20503,0.1,1866.423011,3600.001557,0.254298,1391.794852,431045,1866.423011
20504,0.1,965.582484,3600.001476,0.031389,935.27348,220985,965.582484
20289,0.1,12.201389,742.711329,0.0,12.201389,202903,12.201389
20290,0.1,92.67657,22.579569,0.0,92.67657,3081,92.67657
20291,0.1,155.076882,3600.000406,0.386287,95.172635,1034698,155.076882
20292,0.1,307.514452,151.836865,0.0,307.514452,23282,307.514452
20293,0.1,229.196256,4.013394,0.0,229.196256,1078,229.196256
20294,0.1,0.0,3.471587,0.0,0.0,508,0.0
20295,0.1,428.803674,457.176418,0.0,428.803674,172355,428.803674
20296,0.1,418.127587,3600.000436,0.095298,378.281036,893752,418.127587
20297,0.1,316.903426,3600.00034,0.830838,53.608159,513372,316.903426
20298,0.1,1086.558899,152.101398,0.0,1086.558899,48480,1086.558899
20299,0.1,1308.220635,114.135653,0.0,1308.220635,33449,1308.220635
20300,0.1,495.697292,523.699286,0.0,495.697292,152988,495.697292
20301,0.1,100.337644,579.999076,0.0,100.337644,132779,100.337644
20302,0.1,86.873186,147.95581,0.0,86.873186,24290,86.873186
20303,0.1,230.785272,3600.000802,0.649314,80.933079,518158,230.785272
20304,0.1,298.995188,665.54372,0.0,298.995188,127888,298.995188
20305,0.1,447.790363,3600.000428,0.095244,405.141121,551538,447.790363
20306,0.1,571.62447,185.771158,0.0,571.62447,31431,571.62447
20307,0.1,705.934101,3600.00052,0.186829,574.045045,578127,705.934101
20308,0.1,1350.648896,1521.863903,0.0,1350.648896,692567,1350.648896
20309,0.1,1367.06664,3600.00118,0.005927,1358.963709,1617410,1367.06664
20310,0.1,1380.328725,222.404885,0.0,1380.328725,63674,1380.328725
20311,0.1,1064.651929,3600.000279,0.069769,990.372396,521031,1064.651929
20312,0.1,369.257854,58.250664,0.0,369.257854,17270,369.257854
20313,0.1,68.08143,30.552165,0.0,68.08143,4332,68.08143
20314,0.1,45.132136,1964.640095,0.0,45.132136,163330,45.132136
20315,0.1,26.882164,361.945475,0.0,26.882164,40745,26.882164
20316,0.1,756.564708,1336.258108,0.0,756.564708,646473,756.564708
20317,0.1,786.534011,977.529918,0.0,786.534011,108734,786.534011
20318,0.1,253.791994,3600.00051,0.039904,243.664769,871415,253.791994
20319,0.1,908.530555,1613.959171,0.0,908.530555,938765,908.530555
20320,0.1,817.127397,1201.635208,0.0,817.127397,283393,817.127397
20321,0.1,1082.563178,712.125663,0.0,1082.563178,253386,1082.563178
20322,0.1,1290.953698,3600.001653,0.20152,1030.800514,528910,1290.953698
20323,0.1,1503.712842,1197.065152,0.0,1503.712842,229587,1503.712842
20324,0.1,2223.762892,2779.651913,0.0,2223.762892,792881,2223.762892
20325,0.1,119.477804,145.160196,0.0,119.477804,21672,119.477804
20326,0.1,77.622473,318.404874,0.0,77.622473,68811,77.622473
20327,0.1,140.926391,354.080007,0.0,140.926391,44223,140.926391
20328,0.1,540.017025,3600.000935,0.092609,490.006574,1125278,540.017025
20329,0.1,378.616182,1302.604428,0.0,378.616182,133622,378.616182
20330,0.1,88.0,4.867948,0.0,88.0,468,88.0
20331,0.1,568.28716,1382.246623,0.0,568.28716,325623,568.28716
20332,0.1,674.476513,3600.000388,0.214174,530.021153,925542,674.476513
20333,0.1,682.266667,294.815114,0.0,682.266667,99347,682.266667
20334,0.1,979.013657,75.241021,0.0,979.013657,24633,979.013657
20335,0.1,987.77222,2859.124554,0.0,987.77222,331989,987.77222
20336,0.1,834.225892,149.179633,0.0,834.225892,35494,834.225892
20337,0.1,468.76927,3600.000304,0.178838,384.935669,779714,468.76927
20338,0.1,438.167672,1586.764558,0.0,438.167672,363046,438.167672
20339,0.1,343.934611,3039.785582,0.0,343.934611,1105822,343.934611
20340,0.1,123.466849,3600.000391,0.37321,77.387792,794984,123.466849
20341,0.1,512.935434,66.696947,0.0,512.935434,7700,512.935434
20342,0.1,0.0,12.382957,0.0,0.0,1391,0.0
20343,0.1,463.448956,3600.000906,0.128871,403.723773,363293,463.448956
20344,0.1,1028.400477,2523.131703,0.0,1028.400477,685232,1028.400477
20345,0.1,1136.622887,3600.000498,0.003098,1133.101497,1005741,1136.622887
20346,0.1,1362.24774,3600.002887,0.075969,1258.759424,609915,1362.24774
20347,0.1,958.674772,3600.001956,0.107074,856.025863,613588,958.674772
20348,0.1,1659.62867,2565.147845,0.0,1659.62867,934179,1659.62867
20349,0.1,404.522585,1332.625814,0.0,404.522585,484190,404.522585
20350,0.1,249.651384,3600.000406,0.473031,131.558621,354697,249.651384
20351,0.1,276.590419,3600.001001,0.375743,172.663533,525692,276.590419
20352,0.1,388.932236,143.521921,0.0,388.932236,47692,388.932236
20353,0.1,212.465876,13.626283,0.0,212.465876,1190,212.465876
20354,0.1,0.0,3.072871,0.0,0.0,471,0.0
20355,0.1,1388.687542,3600.000494,0.118391,1224.279839,1070149,1388.687542
20356,0.1,1405.23346,3600.000453,0.005913,1396.924884,634231,1405.23346
20357,0.1,1063.967944,3600.004587,0.013037,1050.096871,977098,1063.967944
20358,0.1,521.335646,122.931593,0.0,521.335646,33425,521.335646
20359,0.1,542.815164,3600.002313,0.54316,247.979532,690050,542.815164
20360,0.1,1037.653087,3600.001013,0.203626,826.359669,701293,1037.653087
20361,0.1,107.996592,66.073543,0.0,107.996592,6924,107.996592
20362,0.1,64.356603,29.867221,0.0,64.356603,2553,64.356603
20363,0.1,95.489754,3600.000416,1.0,0.0,154228,95.489754
20364,0.1,411.894341,3600.001726,0.35802,264.427746,308528,411.894341
20365,0.1,268.377012,92.575587,0.0,268.377012,16329,268.377012
20366,0.1,447.253566,113.968502,0.0,447.253566,10963,447.253566
20367,0.1,497.897878,690.712984,0.0,497.897878,140795,497.897878
20368,0.1,919.847041,3600.000844,0.046562,877.016839,630134,919.847041
20369,0.1,428.120218,3600.000528,0.486471,219.851964,562315,428.120218
20370,0.1,1274.108841,189.015043,0.0,1274.108841,58373,1274.108841
20371,0.1,736.387455,3600.004047,0.246915,554.562114,378524,736.387455
20372,0.1,292.525181,293.088717,0.0,292.525181,44805,292.525181
20373,0.1,156.915074,386.72766,0.0,156.915074,59235,156.915074
20552,0.2,1923.725838,3600.003023,0.170988,1594.791158,163508,1923.725838
20553,0.2,47.96277,3600.0008,0.620738,18.190462,87065,47.96277
20554,0.2,314.907271,3600.00664,1.0,0.0,145120,314.907271
20555,0.2,656.334772,3600.000991,0.896845,67.704535,118149,656.334772
20556,0.2,400.345778,3600.000999,0.612253,155.232731,191428,400.345778
20557,0.2,663.99538,3600.002751,0.34273,436.424382,180537,663.99538
20558,0.2,216.378124,175.08479,0.0,216.378124,5447,216.378124
20559,0.2,1309.764735,3600.005987,0.762663,310.856199,128848,1309.764735
20560,0.2,1477.488717,3600.002467,0.673191,482.856726,320305,1477.488717
20561,0.2,1365.891471,3600.00127,0.545803,620.384157,151263,1365.891471
20562,0.2,1627.078367,3600.002294,0.340017,1073.844171,255460,1627.078367
20563,0.2,1334.696218,3600.002966,0.629052,495.102763,257590,1334.696218
20564,0.2,1791.42744,3600.001419,0.35632,1153.105849,124090,1791.42744
20565,0.2,400.450108,3600.001257,0.925781,29.721008,247601,400.450108
20566,0.2,637.888804,3600.003311,0.970081,19.08486,144817,637.888804
20567,0.2,333.217255,3600.003351,1.0,0.0,174444,333.217255
20568,0.2,588.589268,3600.003338,0.172852,486.850233,413828,588.589268
20569,0.2,1340.953824,3600.01015,0.25206,1002.953559,457724,1340.953824
20570,0.2,1143.25434,3600.003489,0.482415,591.731868,159118,1143.25434
20571,0.2,1587.159798,3600.00331,0.697586,479.978692,357272,1587.159798
20572,0.2,2204.465988,3600.000468,0.460197,1189.978047,582085,2204.465988
20573,0.2,1911.960304,3600.000497,0.366551,1211.128554,743716,1911.960304
20574,0.2,1000.117499,3600.001192,0.420711,579.357011,206695,1000.117499
20575,0.2,1495.65975,3600.003043,0.259582,1107.412743,283053,1495.65975
20576,0.2,1511.812214,3600.002465,0.566062,656.032496,357460,1511.812214
20469,0.2,607.25696,3600.007168,0.837141,98.897403,504904,607.25696
20470,0.2,48.630049,3600.002908,0.134999,42.065019,323426,48.630049
20471,0.2,184.450684,3600.003819,1.0,0.0,152720,184.450684
20472,0.2,245.600091,2208.124979,0.0,245.600091,104080,245.600091
20473,0.2,715.078447,3600.003241,0.404498,425.830688,521108,715.078447
20474,0.2,42.872338,3600.000358,0.645572,15.19517,127255,42.872338
20475,0.2,1263.128233,3600.000467,0.521785,604.04687,536287,1263.128233
20476,0.2,1438.78727,3600.003774,0.291603,1019.233042,339628,1438.78727
20477,0.2,1027.539093,3600.003603,0.63691,373.089618,260126,1027.539093
20478,0.2,903.170866,3600.001167,0.502157,449.637159,268646,903.170866
20479,0.2,854.138875,3600.001772,0.72227,237.219839,493977,854.138875
20480,0.2,891.23837,3429.387922,0.0,891.23837,400802,891.23837
20481,0.2,729.659127,3600.003387,0.749172,183.019084,251724,729.659127
20482,0.2,197.145105,3600.002214,0.492759,100.0,145257,197.145105
20483,0.2,459.100167,3600.002215,0.962925,17.021144,299322,459.100167
20484,0.2,245.03711,237.8475,0.0,245.03711,17578,245.03711
20485,0.2,354.471158,3600.003234,0.622794,133.7088,231770,354.471158
20486,0.2,826.395496,1156.502179,0.0,826.395496,91747,826.395496
20487,0.2,1866.421564,3600.00322,0.671197,613.685135,182372,1866.421564
20488,0.2,1888.921247,3600.003996,0.511039,923.608471,648360,1888.921247
20489,0.2,1864.294401,3600.001423,0.444349,1035.897679,380356,1864.294401
20490,0.2,747.70916,3600.001048,0.578628,315.064041,291391,747.70916
20491,0.2,1438.738266,3600.00113,0.534347,669.953211,362833,1438.738266
20492,0.2,961.343321,3600.003725,0.431724,546.308181,307140,961.343321
20493,0.2,665.577636,3600.00329,0.791439,138.813731,317907,665.577636
20494,0.2,479.430959,3600.0013,0.764322,112.991391,261838,479.430959
20495,0.2,13.289481,1621.575704,0.0,13.289481,83983,13.289481
20496,0.2,147.486984,858.787368,0.0,147.486984,30351,147.486984
20497,0.2,633.89819,3600.00158,0.440993,354.353789,174755,633.89819
20498,0.2,740.433095,3600.001443,0.442648,412.681558,175918,740.433095
20499,0.2,1794.503661,3600.000436,0.54466,817.109175,232419,1794.503661
20500,0.2,2525.16938,3600.003761,0.354848,1629.118221,703166,2525.16938
20501,0.2,1536.369225,3600.001347,0.605297,606.409369,206774,1536.369225
20502,0.2,2434.929413,3600.001468,0.564496,1060.420546,492613,2434.929413
20503,0.2,2283.845785,3600.005148,0.354537,1474.137385,286178,2283.845785
20504,0.2,1428.328688,3600.000632,0.397299,860.855566,253792,1428.328688
20505,0.2,169.475326,3600.003012,0.964597,6.0,282226,169.475326
20506,0.2,118.3435,3600.001616,1.0,0.0,165053,118.3435
20507,0.2,225.902799,3600.000495,0.607786,88.60215,126804,225.902799
20508,0.2,827.310512,3600.007918,0.351754,536.30056,164016,827.310512
20509,0.2,725.144988,3600.00126,0.212372,571.144574,261731,725.144988
20510,0.2,496.824953,3600.006295,0.285578,354.942441,115802,496.824953
20511,0.2,1570.094722,3600.003437,0.448473,865.950298,322876,1570.094722
20512,0.2,846.280436,3600.00188,0.507945,416.416484,275207,846.280436
20513,0.2,1150.134887,3600.001798,0.381481,711.380201,172226,1150.134887
20514,0.2,1274.408845,3600.002747,0.469728,675.783768,214120,1274.408845
20515,0.2,775.365851,3600.000626,0.010326,767.3597,273576,775.365851
20516,0.2,1161.310478,3600.00299,0.269944,847.822062,246142,1161.310478
20377,0.1,150.821994,40.038807,0.0,150.821994,3553,150.821994
20378,0.1,431.135021,60.470862,0.0,431.135021,11994,431.135021
20379,0.1,892.65256,3600.002193,0.46665,476.096678,241403,892.65256
20380,0.1,968.491017,3600.003344,0.243445,732.716492,933569,968.491017
20381,0.1,844.27474,3600.000644,0.238685,642.759079,253016,844.27474
20382,0.1,768.248206,3600.003542,0.187213,624.422189,299068,768.248206
20383,0.1,688.322715,3600.000859,0.061827,645.765577,349977,688.322715
20384,0.1,1122.276958,1875.919409,0.0,1122.276958,156358,1122.276958
20385,0.1,132.542781,3600.000412,1.0,0.0,288715,132.542781
20386,0.1,138.034855,897.204968,0.0,138.034855,65638,138.034855
20387,0.1,524.377355,3600.001529,0.608269,205.41497,239212,524.377355
20388,0.1,376.627262,1182.449125,0.0,376.627262,138527,376.627262
20389,0.1,105.87897,1046.032539,0.0,105.87897,87944,105.87897
20390,0.1,436.141194,2643.883808,0.0,436.141194,216868,436.141194
20391,0.1,759.080366,3600.000584,0.097472,685.091314,279976,759.080366
20392,0.1,901.114358,3600.003122,0.485007,464.067369,413506,901.114358
20393,0.1,757.674261,3600.000465,0.127437,661.118815,332800,757.674261
20394,0.1,610.866391,3600.000553,0.033769,590.238053,452266,610.866391
20395,0.1,1623.908496,3600.001604,0.019738,1591.855407,669692,1623.908496
20396,0.1,1132.810293,318.530296,0.0,1132.810293,59494,1132.810293
20459,0.1,101.679851,3600.000391,1.0,0.0,193185,101.679851
20458,0.1,822.146198,3600.000522,0.837996,133.190586,340556,822.146198
20021,0.2,279.130073,0.113457,0.0,279.130073,119,279.130073
20022,0.2,373.238434,0.110684,0.0,373.238434,114,373.238434
20023,0.2,45.840117,0.096089,0.0,45.840117,10,45.840117
20024,0.2,334.148383,0.11549,0.0,334.148383,13,334.148383
20025,0.2,67.67657,0.068017,0.0,67.67657,0,67.67657
20026,0.2,71.665157,0.168336,0.0,71.665157,380,71.665157
20027,0.2,230.931732,0.085796,0.0,230.931732,131,230.931732
20028,0.2,189.0,0.011885,0.0,189.0,0,189.0
20029,0.2,96.267544,0.026961,0.0,96.267544,0,96.267544
20030,0.2,73.0,0.033483,0.0,73.0,3,73.0
20031,0.2,517.131457,0.119598,0.0,517.131457,235,517.131457
20032,0.2,438.490363,0.139893,0.0,438.490363,225,438.490363
20033,0.2,238.974305,0.079386,0.0,238.974305,53,238.974305
20034,0.2,86.6454,0.074418,0.0,86.6454,107,86.6454
20035,0.2,976.269921,0.220586,0.0,976.269921,725,976.269921
20036,0.2,305.41961,0.054183,0.0,305.41961,51,305.41961
20563,0.1,1181.274114,3600.005275,0.626935,440.692224,223488,1181.274114
20564,0.1,1492.502182,3600.003285,0.295229,1051.871736,191516,1492.502182
20565,0.1,194.320794,3600.001448,1.0,0.0,184890,194.320794
20566,0.1,265.00287,3600.002449,0.923921,20.161232,207616,265.00287
20567,0.1,117.494545,3600.005556,1.0,0.0,161520,117.494545
20568,0.1,490.764115,3600.005785,0.098541,442.403554,316716,490.764115
20569,0.1,1020.169858,3600.00225,0.182087,834.410169,417174,1020.169858
20570,0.1,853.486266,3600.003242,0.416552,497.964794,216438,853.486266
20325,0.0,19.0,7.45122,0.0,19.0,2665,19.0
20326,0.0,67.0,203.356485,0.0,67.0,104868,67.0
20327,0.0,86.0,29.800369,0.0,86.0,14638,86.0
20328,0.0,507.0,2755.058688,0.0,507.0,1148026,507.0
20329,0.0,324.0,53.061209,0.0,324.0,28281,324.0
20330,0.0,88.0,2.144374,0.0,88.0,533,88.0
20331,0.0,479.0,83.599542,0.0,479.0,58969,479.0
20332,0.0,576.0,3600.001179,0.085069,527.0,1922783,576.0
20333,0.0,591.0,44.320774,0.0,591.0,24616,591.0
20334,0.0,921.0,83.54808,0.0,921.0,31279,921.0
20335,0.0,899.0,473.123592,0.0,899.0,135627,899.0
20336,0.0,709.0,24.484124,0.0,709.0,8165,709.0
20337,0.0,371.0,3600.00058,0.091644,337.0,1067636,371.0
20338,0.0,391.0,3600.000271,0.258888,289.774648,2639989,391.0
20339,0.0,237.0,672.757792,0.0,237.0,539539,237.0
20340,0.0,48.0,10.195199,0.0,48.0,5147,48.0
20341,0.0,488.0,17.98252,0.0,488.0,2232,488.0
20342,0.0,0.0,4.039882,0.0,0.0,1982,0.0
20343,0.0,344.0,892.437624,0.0,344.0,598446,344.0
20344,0.0,928.0,617.746235,0.0,928.0,464659,928.0
20345,0.0,1044.0,195.538587,0.0,1044.0,143379,1044.0
20346,0.0,1240.0,3600.000266,0.040323,1190.0,1715893,1240.0
20347,0.0,833.0,1163.158381,0.0,833.0,610212,833.0
20348,0.0,1535.0,1024.207094,0.0,1535.0,623565,1535.0
20349,0.0,277.0,89.537433,0.0,277.0,72331,277.0
20350,0.0,189.0,1398.295778,0.0,189.0,795461,189.0
20351,0.0,182.0,216.71323,0.0,182.0,122270,182.0
20352,0.0,347.0,41.597513,0.0,347.0,25864,347.0
20353,0.0,200.0,7.512904,0.0,200.0,1436,200.0
20354,0.0,0.0,1.453998,0.0,0.0,720,0.0
20355,0.0,1199.0,3600.001099,0.065054,1121.0,1861110,1199.0
20356,0.0,1260.0,1418.570644,0.0,1260.0,586399,1260.0
20357,0.0,923.0,1614.341465,0.0,923.0,1028952,923.0
20358,0.0,495.0,23.332211,0.0,495.0,12605,495.0
20359,0.0,402.0,1172.829009,0.0,402.0,718806,402.0
20360,0.0,928.0,3600.000471,0.054957,877.0,1574105,928.0
20361,0.0,37.0,4.83005,0.0,37.0,1340,37.0
20362,0.0,24.0,4.41033,0.0,24.0,1654,24.0
20363,0.0,47.0,501.621364,0.0,47.0,276424,47.0
20364,0.0,332.0,1701.657946,0.0,332.0,1157276,332.0
20365,0.0,244.0,2824.381018,0.0,244.0,812404,244.0
20366,0.0,427.0,12.305187,0.0,427.0,5471,427.0
20367,0.0,436.0,129.466424,0.0,436.0,113074,436.0
20368,0.0,841.0,3600.000791,0.079667,774.0,2162828,841.0
20369,0.0,340.0,3600.000234,0.309929,234.624074,1693238,340.0
20370,0.0,1223.0,73.999102,0.0,1223.0,83578,1223.0
20371,0.0,651.0,3600.000831,0.119816,573.0,1568822,651.0
20372,0.0,250.0,45.702898,0.0,250.0,41338,250.0
20373,0.0,119.0,29.425417,0.0,119.0,16487,119.0
20374,0.0,294.0,1958.596366,0.0,294.0,832410,294.0
20375,0.0,84.0,129.108851,0.0,84.0,71965,84.0
20376,0.0,228.0,2.899476,0.0,228.0,1075,228.0
20377,0.0,121.0,12.825824,0.0,121.0,3945,121.0
20378,0.0,409.0,10.33552,0.0,409.0,1687,409.0
20379,0.0,734.0,3600.0007,0.243714,555.114005,1628965,734.0
20380,0.0,781.0,3600.001797,0.016645,768.0,2391539,781.0
20381,0.0,723.0,3600.0005,0.055325,683.0,1648367,723.0
20382,0.0,617.0,878.710494,0.0,617.0,527179,617.0
20383,0.0,619.0,182.456645,0.0,619.0,132209,619.0
20384,0.0,1041.0,183.878459,0.0,1041.0,176623,1041.0
20385,0.0,3.0,104.039451,0.0,3.0,48847,3.0
20386,0.0,112.0,165.716749,0.0,112.0,104184,112.0
20387,0.0,355.0,152.738877,0.0,355.0,132230,355.0
20388,0.0,317.0,17.598948,0.0,317.0,3347,317.0
20389,0.0,71.0,86.99182,0.0,71.0,26753,71.0
20390,0.0,385.0,39.863414,0.0,385.0,16148,385.0
20391,0.0,595.0,324.354201,0.0,595.0,219742,595.0
20392,0.0,665.0,3600.00072,0.032405,643.450659,2063003,665.0
20393,0.0,632.0,484.85366,0.0,632.0,339478,632.0
20394,0.0,530.0,183.882438,0.0,530.0,69519,530.0
20395,0.0,1507.0,69.427892,0.0,1507.0,35047,1507.0
20396,0.0,1035.0,36.172405,0.0,1035.0,24291,1035.0
20397,0.0,59.0,10.702598,0.0,59.0,2148,59.0
20398,0.0,0.0,15.487567,0.0,0.0,7300,0.0
20399,0.0,0.0,8.259653,0.0,0.0,1362,0.0
20400,0.0,177.0,7.747622,0.0,177.0,1397,177.0
20401,0.0,114.0,1.240469,0.0,114.0,711,114.0
20402,0.0,451.0,30.486205,0.0,451.0,17072,451.0
20403,0.0,512.0,23.594187,0.0,512.0,9832,512.0
20404,0.0,300.0,2474.857306,0.0,300.0,853213,300.0
20405,0.0,687.0,13.070009,0.0,687.0,7823,687.0
20406,0.0,382.0,1123.245556,0.0,382.0,439232,382.0
20407,0.0,208.0,10.487564,0.0,208.0,4818,208.0
20408,0.0,101.0,14.777332,0.0,101.0,5607,101.0
20409,0.0,82.0,48.368677,0.0,82.0,32446,82.0
20410,0.0,200.0,360.489551,0.0,200.0,243732,200.0
20411,0.0,93.0,3600.000289,0.419355,54.0,1474489,93.0
20412,0.0,289.0,12.473685,0.0,289.0,1442,289.0
20413,0.0,387.0,3600.000274,0.074935,358.0,1363468,387.0
20414,0.0,109.0,14.582737,0.0,109.0,5745,109.0
20415,0.0,280.0,1782.143635,0.0,280.0,799987,280.0
20416,0.0,617.0,3306.513967,0.0,617.0,1856483,617.0
20417,0.0,594.0,256.88433,0.0,594.0,125942,594.0
20418,0.0,593.0,1819.029708,0.0,593.0,821152,593.0
20419,0.0,522.0,1314.535451,0.0,522.0,875324,522.0
20420,0.0,390.0,202.694183,0.0,390.0,142358,390.0
20421,0.0,39.0,24.717832,0.0,39.0,14629,39.0
20422,0.0,316.0,357.420378,0.0,316.0,157603,316.0
20423,0.0,386.0,3600.001544,0.125907,337.4,1515301,386.0
20424,0.0,41.0,1.163728,0.0,41.0,502,41.0
20425,0.0,133.0,6.69291,0.0,133.0,930,133.0
20426,0.0,409.0,30.89014,0.0,409.0,16681,409.0
20427,0.0,730.0,1142.815138,0.0,730.0,730112,730.0
20428,0.0,1086.0,548.201165,0.0,1086.0,461716,1086.0
20429,0.0,830.0,1624.361486,0.0,830.0,841457,830.0
20430,0.0,1339.0,173.97655,0.0,1339.0,72883,1339.0
20431,0.0,984.0,1247.454267,0.0,984.0,451731,984.0
20432,0.0,160.0,15.360334,0.0,160.0,10686,160.0
20526,0.0,401.0,2337.36282,0.0,401.0,474810,401.0
20527,0.0,286.0,3600.000716,0.115385,253.0,771503,286.0
20528,0.0,887.0,3600.004118,0.249894,665.343726,954428,887.0
20529,0.0,459.0,3600.000615,0.609674,179.159418,1324589,459.0
20530,0.0,116.0,2199.201594,0.0,116.0,525635,116.0
20253,0.2,121.016767,22.006412,0.0,121.016767,4064,121.016767
20254,0.2,197.953529,46.185449,0.0,197.953529,7014,197.953529
20255,0.2,69.822652,12.361734,0.0,69.822652,2297,69.822652
20256,0.2,246.0706,2.395647,0.0,246.0706,1307,246.0706
20257,0.2,701.883993,84.132293,0.0,701.883993,26539,701.883993
20258,0.2,424.108905,116.876535,0.0,424.108905,41196,424.108905
20259,0.2,652.753992,13.074674,0.0,652.753992,3622,652.753992
20260,0.2,253.916583,10.342064,0.0,253.916583,2936,253.916583
20261,0.2,383.933596,35.03293,0.0,383.933596,8936,383.933596
20262,0.2,209.404707,2.887553,0.0,209.404707,1806,209.404707
20263,0.2,574.265571,0.868874,0.0,574.265571,288,574.265571
20264,0.2,486.477339,79.417237,0.0,486.477339,37130,486.477339
20265,0.2,177.424851,16.152801,0.0,177.424851,4944,177.424851
20266,0.2,26.893866,3.824285,0.0,26.893866,1136,26.893866
20267,0.2,110.193305,113.142275,0.0,110.193305,28374,110.193305
20268,0.2,617.09475,58.845465,0.0,617.09475,14865,617.09475
20269,0.2,387.355819,17.419551,0.0,387.355819,6328,387.355819
20270,0.2,260.271222,9.093101,0.0,260.271222,2904,260.271222
20271,0.2,501.169013,26.601344,0.0,501.169013,2675,501.169013
20272,0.2,517.327429,98.377776,0.0,517.327429,31478,517.327429
20273,0.2,673.101426,94.626317,0.0,673.101426,56967,673.101426
20274,0.2,424.910724,29.615253,0.0,424.910724,7989,424.910724
20275,0.2,741.07279,17.662383,0.0,741.07279,3489,741.07279
20276,0.2,643.535884,216.695589,0.0,643.535884,37054,643.535884
20277,0.2,0.0,2.84571,0.0,0.0,1320,0.0
20278,0.2,163.654216,27.143829,0.0,163.654216,10013,163.654216
20279,0.2,328.486299,48.168601,0.0,328.486299,15186,328.486299
20280,0.2,336.001106,11.594474,0.0,336.001106,3045,336.001106
20281,0.2,263.158592,4.175168,0.0,263.158592,2202,263.158592
20282,0.2,360.510098,183.762244,0.0,360.510098,71395,360.510098
20283,0.2,619.227599,112.086901,0.0,619.227599,44874,619.227599
20284,0.2,476.411972,7.702378,0.0,476.411972,4371,476.411972
20285,0.2,390.567037,221.990674,0.0,390.567037,146495,390.567037
20286,0.2,872.01802,23.762634,0.0,872.01802,11750,872.01802
20287,0.2,986.24851,16.893461,0.0,986.24851,8677,986.24851
20288,0.2,300.707696,13.678799,0.0,300.707696,8078,300.707696
20289,0.2,82.253354,620.529658,0.0,82.253354,162176,82.253354
20290,0.2,96.835134,86.169634,0.0,96.835134,11402,96.835134
20291,0.2,210.030188,3600.000508,0.541114,96.380017,696338,210.030188
20292,0.2,345.883035,244.592384,0.0,345.883035,50435,345.883035
20293,0.2,241.088368,11.212927,0.0,241.088368,1106,241.088368
20294,0.2,0.0,6.876757,0.0,0.0,508,0.0
20295,0.2,496.86345,2675.632666,0.0,496.86345,708811,496.86345
20296,0.2,492.932395,3036.857906,0.0,492.932395,489855,492.932395
20297,0.2,432.425895,3600.001064,0.83694,70.511355,421514,432.425895
20298,0.2,1148.554674,160.561423,0.0,1148.554674,43678,1148.554674
20299,0.2,1433.910744,278.935168,0.0,1433.910744,72196,1433.910744
20300,0.2,600.990151,599.692267,0.0,600.990151,156089,600.990151
20301,0.2,240.452917,1603.730407,0.0,240.452917,309221,240.452917
20302,0.2,175.701184,1254.244742,0.0,175.701184,129649,175.701184
20303,0.2,390.447623,3600.001025,0.783309,84.606517,425654,390.447623
20304,0.2,441.276191,1156.005098,0.0,441.276191,280290,441.276191
20305,0.2,494.26803,3600.000769,0.122462,433.739089,602444,494.26803
20306,0.2,741.761671,1363.599238,0.0,741.761671,381015,741.761671
20307,0.2,850.542693,3600.000302,0.236336,649.52845,902403,850.542693
20308,0.2,1529.546832,3600.002633,0.010819,1512.999326,1231975,1529.546832
20309,0.2,1513.29191,3600.000338,0.020772,1481.858058,1267948,1513.29191
20310,0.2,1477.574878,830.936112,0.0,1477.574878,255263,1477.574878
20311,0.2,1195.549514,3600.001106,0.166231,996.81176,479116,1195.549514
20312,0.2,414.605897,228.657285,0.0,414.605897,56103,414.605897
20313,0.2,101.584746,574.095695,0.0,101.584746,79182,101.584746
